duration,protocol_type,service,flag,src_bytes,dst_bytes,count,serror_rate,rerror_rate,class
0,tcp,bgp,REJ,0,0,272,0,1,anomaly
0,tcp,csnet_ns,S0,0,0,259,1,0,anomaly
240,tcp,http,SF,328,275,9,0,0,normal
0,tcp,bgp,S0,0,0,294,1,0,anomaly
0,tcp,finger,SF,9,138,1,0,0,normal
0,udp,domain_u,SF,46,46,96,0,0,normal
1,tcp,smtp,SF,1079,334,1,0,0,normal
0,udp,domain_u,SF,45,139,79,0,0,normal
26,tcp,ftp,SF,273,903,1,0,0,normal
0,tcp,private,S0,0,0,190,1,0,anomaly
0,tcp,ldap,REJ,0,0,135,0,1,anomaly
0,tcp,http,SF,237,138,2,0,0,normal
0,tcp,http,SF,225,1357,1,0,0,normal
0,tcp,private,S0,0,0,123,1,0,anomaly
0,tcp,supdup,S0,0,0,245,1,0,anomaly
0,udp,other,SF,147,0,3,0,0,normal
0,tcp,http,SF,262,1011,3,0,0,normal
0,icmp,ecr_i,SF,1032,0,263,0,0,anomaly
0,tcp,private,S0,0,0,109,1,0,anomaly
0,tcp,http,SF,261,8412,9,0,0,normal
0,tcp,bgp,REJ,0,0,145,0,1,anomaly
0,tcp,netbios_dgm,REJ,0,0,250,0,1,anomaly
0,tcp,http,SF,294,1719,8,0,0,normal
0,tcp,http,SF,221,981,2,0,0,normal
0,tcp,http,SF,284,10352,2,0,0,normal
0,tcp,gopher,SH,0,0,1,1,0,anomaly
0,tcp,http,SF,309,16096,3,0,0,normal
0,tcp,ftp_data,SF,334,0,2,0,0,anomaly
0,tcp,telnet,S0,0,0,13,1,0,anomaly
0,tcp,private,S0,0,0,87,1,0,anomaly
0,tcp,http,SF,214,283,2,0,0,normal
0,tcp,vmnet,S0,0,0,292,1,0,anomaly
0,tcp,systat,S0,0,0,295,1,0,anomaly
0,tcp,http_443,S0,0,0,143,1,0,anomaly
0,udp,domain_u,SF,46,78,278,0,0,normal
0,tcp,ftp_data,SF,748,0,1,0,0,normal
0,tcp,efs,S0,0,0,102,1,0,anomaly
0,icmp,eco_i,SF,8,0,1,0,0,anomaly
0,tcp,whois,S0,0,0,251,1,0,anomaly
0,tcp,http,SF,329,8437,4,0,0,normal
0,tcp,ftp_data,SF,9,0,2,0,0,normal
0,udp,domain_u,SF,46,128,222,0,0,normal
0,tcp,ftp_data,SF,1766,0,2,0,0,normal
0,tcp,remote_job,S0,0,0,260,1,0,anomaly
9015,tcp,other,RSTR,1,0,2,0,1,anomaly
7,tcp,finger,SF,8,135,1,0,0,normal
0,tcp,http,SF,266,529,1,0,0,normal
0,tcp,ftp_data,SF,245,0,3,0,0,normal
0,tcp,http,SF,295,465,11,0,0,normal
0,tcp,gopher,S0,0,0,44,1,0,anomaly
0,tcp,http,SF,228,6834,2,0,0,normal
0,icmp,ecr_i,SF,1032,0,511,0,0,anomaly
0,tcp,imap4,REJ,0,0,272,0,1,anomaly
0,tcp,private,S0,0,0,122,0.99,0,anomaly
0,tcp,whois,S0,0,0,287,1,0,anomaly
0,tcp,http,REJ,0,0,1,0,1,normal
0,tcp,other,REJ,0,0,486,0.08,0.89,anomaly
0,udp,other,SF,1,0,22,0,0,anomaly
0,tcp,iso_tsap,S0,0,0,286,1,0,anomaly
0,icmp,ecr_i,SF,30,0,1,0,0,normal
1,tcp,smtp,SF,2078,333,1,0,0,normal
0,tcp,ftp_data,SF,19,0,1,0,0,normal
0,tcp,smtp,SF,661,329,1,0,0,normal
0,udp,private,SF,28,0,35,0,0.03,anomaly
0,tcp,ftp_data,S0,0,0,28,1,0,anomaly
0,tcp,private,S0,0,0,108,1,0,anomaly
0,tcp,private,S0,0,0,101,1,0,anomaly
0,tcp,smtp,SF,1075,364,1,0,0,normal
0,tcp,http,SF,223,656,12,0,0,normal
15159,tcp,ftp,SF,350,1185,1,0,0,anomaly
0,tcp,http,SF,233,2470,10,0,0,normal
0,tcp,private,S0,0,0,223,1,0,anomaly
0,tcp,echo,S0,0,0,223,1,0,anomaly
0,tcp,http,SF,201,1938,19,0,0,normal
0,tcp,http,SF,271,4781,4,0,0,normal
0,tcp,ftp_data,SF,14416,0,1,0,0,normal
0,tcp,http,SF,227,11564,5,0,0,normal
0,tcp,private,REJ,0,0,406,0,1,anomaly
0,tcp,http,SF,225,2445,4,0,0,normal
0,tcp,http,SF,176,426,6,0,0,normal
0,tcp,klogin,S0,0,0,143,1,0,anomaly
0,tcp,http,SF,227,762,17,0,0,normal
0,tcp,smtp,SF,855,575,1,0,0,normal
0,tcp,smtp,SF,944,330,1,0,0,normal
0,tcp,smtp,SF,954,326,2,0,0,normal
0,tcp,uucp_path,S0,0,0,201,1,0,anomaly
0,tcp,http,SF,166,34660,1,0,0,normal
0,tcp,http,SF,306,2698,4,0,0,normal
0,tcp,netbios_ns,S0,0,0,124,1,0,anomaly
0,tcp,private,REJ,0,0,162,0.05,0.94,anomaly
0,icmp,ecr_i,SF,1480,0,2,0,0,anomaly
0,tcp,iso_tsap,S0,0,0,277,1,0,anomaly
0,tcp,http,SF,313,8549,4,0,0,normal
0,tcp,link,S0,0,0,274,1,0,anomaly
0,tcp,sunrpc,S0,0,0,141,1,0,anomaly
0,tcp,http,SF,285,6008,3,0,0,normal
0,tcp,http,SF,226,1411,8,0,0,normal
0,tcp,http,SF,256,12984,1,0,0,normal
1,tcp,smtp,SF,3740,449,1,0,0,normal
0,tcp,http,SF,224,449,10,0.1,0,normal
0,tcp,login,S0,0,0,103,1,0,anomaly
4,tcp,ftp_data,SF,832,0,1,0,0,anomaly
0,tcp,finger,S0,0,0,246,1,0,anomaly
0,icmp,eco_i,SF,8,0,1,0,0,anomaly
0,tcp,http,SF,201,169,7,0,0,normal
0,tcp,http,SF,285,304,32,0,0,normal
0,tcp,kshell,S0,0,0,125,1,0,anomaly
0,tcp,ftp_data,SF,7422,0,8,0,0,normal
0,tcp,http,SF,198,12884,2,0,0,normal
20,tcp,smtp,SF,2310,328,1,0,0,normal
0,tcp,http,SF,331,955,6,0,0,normal
0,icmp,urp_i,SF,65,0,9,0,0,normal
0,udp,private,SF,28,0,4,0,0,anomaly
0,udp,domain_u,SF,45,77,171,0,0,normal
0,tcp,ftp,RSTO,0,0,250,0,1,anomaly
0,tcp,auth,S0,0,0,238,1,0,anomaly
0,tcp,kshell,S0,0,0,102,1,0,anomaly
0,tcp,finger,SF,9,142,1,0,0,normal
0,tcp,http,SF,283,912,2,0,0,normal
0,tcp,http,SF,221,1789,2,0.5,0,normal
0,icmp,eco_i,SF,18,0,1,0,0,anomaly
0,tcp,vmnet,S0,0,0,281,1,0,anomaly
0,tcp,telnet,S0,0,0,30,1,0,anomaly
0,tcp,ftp_data,S0,0,0,276,1,0,anomaly
0,tcp,http,SF,302,1380,5,0,0,normal
0,tcp,private,S0,0,0,163,1,0,anomaly
0,icmp,eco_i,SF,8,0,1,0,0,anomaly
0,tcp,private,S0,0,0,301,1,0,anomaly
0,tcp,http,SF,355,870,28,0,0,normal
0,icmp,eco_i,SF,8,0,1,0,0,anomaly
18,tcp,telnet,SF,106,1468,1,0,0,normal
0,tcp,http,SF,286,1423,16,0,0,normal
9235,tcp,other,RSTR,1,0,2,0,1,anomaly
0,tcp,sql_net,SH,0,0,1,1,0,anomaly
0,icmp,ecr_i,SF,1032,0,46,0,0,anomaly
0,tcp,http,SF,168,9551,1,0,0,normal
0,tcp,http,SF,238,864,39,0,0,normal
0,tcp,private,RSTR,0,0,1,0,1,anomaly
0,tcp,http,SF,291,10369,6,0,0,normal
0,tcp,vmnet,S0,0,0,211,1,0,anomaly
0,tcp,smtp,SF,749,330,1,0,0,normal
0,tcp,http,SF,198,6924,12,0,0,normal
0,tcp,mtp,REJ,0,0,280,0,1,anomaly
0,tcp,http,SF,167,709,1,0,0,normal
0,tcp,http,SF,241,851,17,0,0,normal
0,tcp,http,SF,337,3360,6,0,0,normal
0,tcp,smtp,SF,729,328,1,0,0,normal
0,icmp,eco_i,SF,8,0,1,0,0,anomaly
0,tcp,csnet_ns,S0,0,0,201,1,0,anomaly
0,tcp,http,SF,222,1483,3,0,0,normal
0,tcp,auth,REJ,0,0,276,0,1,anomaly
0,tcp,http,REJ,0,0,1,0,1,normal
0,udp,domain_u,SF,46,134,145,0,0,normal
0,tcp,http,SF,246,2719,1,0,0,normal
0,tcp,http,SF,222,771,8,0,0,normal
0,tcp,vmnet,S0,0,0,258,1,0,anomaly
0,tcp,private,S0,0,0,256,1,0,anomaly
409,tcp,telnet,SF,279,9598,1,0,0,normal
0,tcp,http,SF,226,651,12,0,0,normal
0,tcp,http,SF,299,447,26,0,0,normal
0,tcp,http,S0,0,0,14,1,0,anomaly
0,tcp,ftp_data,SF,12,0,2,0,0,normal
0,tcp,http,SF,281,1951,30,0,0,normal
0,tcp,bgp,S0,0,0,138,1,0,anomaly
0,udp,domain_u,SF,42,42,4,0,0,normal
0,tcp,ftp,S0,0,0,300,1,0,anomaly
0,tcp,time,S0,0,0,199,1,0,anomaly
0,tcp,http,SF,263,453,15,0,0,normal
36613,tcp,private,RSTR,1,0,2,0,1,anomaly
0,tcp,ftp,RSTO,0,0,1,0,1,normal
0,tcp,private,S0,0,0,144,1,0,anomaly
0,tcp,sql_net,S0,0,0,104,1,0,anomaly
0,tcp,http,SF,283,1980,18,0,0,normal
0,tcp,http,SF,161,5530,2,0,0,normal
0,tcp,http,SF,211,321,7,0,0,normal
0,tcp,http,SF,201,1701,7,0,0,normal
0,icmp,eco_i,SF,8,0,1,0,0,anomaly
0,udp,other,SF,147,0,3,0,0,normal
0,tcp,private,S0,0,0,74,1,0,anomaly
0,tcp,ftp_data,SF,567,0,1,0,0,normal
0,tcp,hostnames,REJ,0,0,225,0,1,anomaly
0,tcp,telnet,S0,0,0,66,0.97,0.03,anomaly
5043,tcp,ftp_data,SF,5131424,0,1,0,0,anomaly
0,tcp,http,SF,320,420,7,0,0,normal
0,icmp,eco_i,SF,8,0,1,0,0,anomaly
0,tcp,smtp,S0,0,0,2,0.5,0,normal
0,tcp,http,SF,204,1229,4,0,0,normal
0,tcp,time,RSTR,0,0,1,0,1,anomaly
0,tcp,ftp_data,SF,10389,0,1,0,0,normal
0,tcp,uucp,S0,0,0,139,1,0,anomaly
0,tcp,http,SF,344,573,28,0.04,0,normal
0,tcp,exec,RSTO,0,0,144,0,1,anomaly
0,tcp,netbios_dgm,S0,0,0,241,1,0,anomaly
0,tcp,http,SF,243,821,15,0,0,normal
0,icmp,ecr_i,SF,1032,0,213,0,0,anomaly
0,icmp,eco_i,SF,8,0,1,0,0,anomaly
0,tcp,private,REJ,0,0,36,0.17,0.83,anomaly
0,udp,private,SF,105,146,3,0,0,normal
0,tcp,private,S0,0,0,254,1,0,anomaly
1,tcp,smtp,SF,1080,327,1,0,0,normal
0,tcp,telnet,S0,0,0,295,1,0,anomaly
0,tcp,private,S0,0,0,171,1,0,anomaly
0,tcp,Z39_50,S0,0,0,179,1,0,anomaly
0,tcp,smtp,SF,657,326,2,0,0,normal
0,tcp,http_443,S0,0,0,101,1,0,anomaly
0,tcp,http,SF,284,765,9,0,0,normal
0,tcp,http,SF,261,15455,22,0,0,normal
0,tcp,http,SF,317,315,1,0,0,normal
0,udp,domain_u,SF,33,0,8,0,0,normal
0,tcp,private,REJ,0,0,2,0,1,anomaly
0,tcp,private,RSTR,0,0,1,0,1,anomaly
0,udp,domain_u,SF,44,70,195,0,0,normal
0,tcp,http,SF,215,584,4,0,0,normal
0,tcp,private,S0,0,0,260,1,0,anomaly
0,tcp,http,SF,332,2844,14,0,0,normal
1,tcp,smtp,SF,978,334,1,0,0,normal
0,tcp,http,SF,296,5670,10,0,0,normal
0,tcp,telnet,S0,0,0,125,1,0,anomaly
0,tcp,private,REJ,0,0,139,0,1,anomaly
0,tcp,http,SF,214,9986,10,0,0,normal
0,tcp,private,S0,0,0,251,1,0,anomaly
0,udp,ntp_u,SF,48,48,1,0,0,normal
0,tcp,http,SF,226,1301,5,0,0,normal
0,tcp,bgp,S0,0,0,211,1,0,anomaly
0,icmp,urp_i,SF,78,0,20,0,0,normal
0,tcp,private,S0,0,0,208,1,0,anomaly
0,tcp,http,REJ,0,0,1,0,1,normal
0,tcp,discard,S0,0,0,268,1,0,anomaly
0,tcp,private,REJ,0,0,1,0,1,anomaly
0,tcp,private,REJ,0,0,2,0,1,anomaly
0,tcp,http,SF,294,3327,1,0,0,normal
0,tcp,supdup,S0,0,0,286,1,0,anomaly
0,tcp,http,SF,220,1249,7,0,0,normal
0,tcp,other,REJ,0,0,425,0.08,0.91,anomaly
0,tcp,http,SF,196,3282,8,0,0,normal
0,tcp,http,S0,0,0,272,1,0,anomaly
0,tcp,http,SF,327,4482,4,0,0,normal
0,tcp,uucp_path,REJ,0,0,241,0,1,anomaly
0,tcp,ftp_data,SF,319,0,2,0,0,normal
0,tcp,smtp,SF,1087,302,1,0,0,normal
0,tcp,http,SF,210,3754,18,0,0,normal
0,tcp,sql_net,S0,0,0,125,1,0,anomaly
0,tcp,http,REJ,0,0,1,0,1,normal
0,tcp,http,SF,234,6282,6,0,0,normal
0,icmp,eco_i,SF,8,0,1,0,0,anomaly
0,tcp,http,SF,54540,8314,1,0,0,anomaly
0,tcp,http,SF,237,1461,3,0,0,normal
0,tcp,ftp_data,S0,0,0,42,1,0,anomaly
0,tcp,private,S0,0,0,274,1,0,anomaly
0,tcp,http,SF,200,955,3,0,0,normal
0,tcp,http,SF,219,657,7,0,0,normal
0,tcp,http,SF,284,5921,1,0,0,normal
0,tcp,nntp,S0,0,0,196,1,0,anomaly
0,tcp,http,SF,325,426,5,0,0,normal
0,tcp,courier,S0,0,0,111,1,0,anomaly
0,icmp,eco_i,SF,30,0,1,0,0,normal
0,tcp,http,SF,335,7902,1,0,0,normal
0,udp,domain_u,SF,36,0,2,0,0,normal
0,tcp,private,S0,0,0,168,1,0,anomaly
0,udp,domain_u,SF,43,43,122,0,0,normal
0,tcp,courier,S0,0,0,108,1,0,anomaly
0,tcp,http,REJ,0,0,1,0,1,normal
0,tcp,private,S0,0,0,36,1,0,anomaly
0,tcp,private,S0,0,0,143,1,0,anomaly
0,tcp,http,SF,216,1956,1,0,0,normal
0,tcp,uucp,S0,0,0,132,1,0,anomaly
0,udp,domain_u,SF,44,78,139,0,0,normal
0,tcp,http,SF,347,8113,7,0,0,normal
1,tcp,smtp,SF,570,280,1,0,0,normal
0,tcp,http,SF,219,17540,8,0,0,normal
0,udp,other,SF,146,0,3,0,0,normal
0,tcp,ftp,S0,0,0,222,1,0,anomaly
0,tcp,private,S0,0,0,260,1,0,anomaly
0,tcp,private,S0,0,0,237,1,0,anomaly
0,tcp,private,S0,0,0,132,1,0,anomaly
31401,tcp,private,RSTR,1,0,2,0,1,anomaly
0,tcp,private,S0,0,0,57,1,0,anomaly
0,icmp,eco_i,SF,18,0,1,0,0,anomaly
0,tcp,time,SF,0,4,1,0,0,normal
0,tcp,http,SF,233,581,13,0,0,normal
0,tcp,finger,S0,0,0,257,1,0,anomaly
0,tcp,ftp_data,SF,276,0,1,0,0,normal
0,udp,domain_u,SF,44,139,77,0,0,normal
0,icmp,eco_i,SF,8,0,1,0,0,anomaly
7805,tcp,telnet,SF,1828,148722,1,0,0,normal
0,tcp,http,SF,200,764,2,0,0,normal
0,udp,domain_u,SF,46,46,11,0,0,normal
0,tcp,private,S0,0,0,257,1,0,anomaly
0,tcp,telnet,S0,0,0,13,1,0,anomaly
0,tcp,http,SF,216,5284,9,0,0,normal
0,tcp,exec,RSTO,0,0,137,0,1,anomaly
0,tcp,http,SF,234,997,28,0,0,normal
0,tcp,http,SF,220,1643,12,0,0,normal
0,tcp,login,S0,0,0,132,1,0,anomaly
0,udp,private,SF,105,146,7,0,0,normal
0,tcp,http,REJ,0,0,1,0,1,normal
0,tcp,Z39_50,S0,0,0,290,1,0,anomaly
0,tcp,private,S0,0,0,203,1,0,anomaly
0,tcp,private,S0,0,0,290,1,0,anomaly
0,tcp,http,SF,288,2881,14,0,0,normal
0,tcp,uucp,RSTO,0,0,116,0,1,anomaly
0,tcp,private,S0,0,0,260,1,0,anomaly
0,udp,private,SF,1,0,12,0,0,anomaly
0,udp,private,SF,28,0,21,0,0,anomaly
0,tcp,http,SF,279,494,2,0,0,normal
0,icmp,ecr_i,SF,1032,0,486,0,0,anomaly
0,tcp,ftp_data,SF,192,0,2,0,0,normal
7,tcp,telnet,SF,105,1401,1,0,0,normal
0,tcp,private,REJ,0,0,1,0,1,anomaly
10,tcp,smtp,SF,1330,282,1,0,0,normal
0,icmp,ecr_i,SF,520,0,457,0,0,anomaly
0,tcp,ftp_data,S0,0,0,47,1,0,anomaly
0,tcp,http,SF,230,362,10,0,0,normal
0,udp,domain_u,SF,44,110,71,0,0,normal
0,tcp,http,SF,271,3582,12,0,0,normal
0,tcp,http,SF,179,1668,6,0,0,normal
0,tcp,ftp_data,SF,852,0,6,0,0,normal
0,tcp,http,SF,222,310,5,0,0,normal
0,tcp,http,SF,314,4137,7,0,0,normal
0,tcp,login,RSTO,0,0,139,0,1,anomaly
0,tcp,http,SF,230,6880,1,0,0,normal
0,tcp,whois,S0,0,0,200,1,0,anomaly
0,tcp,ctf,S0,0,0,140,1,0,anomaly
0,tcp,smtp,SF,857,327,1,0,0,normal
0,tcp,http,SF,234,1707,9,0,0,normal
0,icmp,ecr_i,SF,1032,0,511,0,0,anomaly
0,udp,private,SF,28,0,68,0,0,anomaly
0,tcp,private,S0,0,0,132,1,0,anomaly
0,tcp,http,SF,215,6367,9,0,0,normal
0,udp,domain_u,SF,46,46,215,0,0,normal
0,udp,private,SF,105,146,1,0,0,normal
0,tcp,private,S0,0,0,115,1,0,anomaly
0,tcp,private,S0,0,0,35,1,0,anomaly
0,tcp,csnet_ns,S0,0,0,275,1,0,anomaly
0,tcp,http,SF,305,2507,4,0,0,normal
0,tcp,private,REJ,0,0,76,0,1,anomaly
0,tcp,http,SF,336,15767,12,0,0,normal
0,tcp,csnet_ns,S0,0,0,202,1,0,anomaly
0,tcp,private,S0,0,0,252,1,0,anomaly
5784,udp,other,SF,147,105,1,0,0,normal
0,tcp,http,SF,335,1212,3,0,0,normal
0,tcp,telnet,S0,0,0,74,1,0,anomaly
0,tcp,http,SF,339,241,1,0,0,normal
0,tcp,http,SF,317,3245,4,0,0,normal
0,tcp,private,S0,0,0,116,1,0,anomaly
0,tcp,http,SF,54540,8314,2,0,0,anomaly
0,tcp,vmnet,S0,0,0,197,1,0,anomaly
0,udp,domain_u,SF,42,131,80,0,0,normal
0,tcp,smtp,SF,986,368,1,0,0,normal
0,tcp,private,S0,0,0,198,1,0,anomaly
0,icmp,urp_i,SF,183,0,4,0,0,normal
0,tcp,private,REJ,0,0,102,0,1,anomaly
0,tcp,http,SF,405,23786,1,0,0,normal
0,tcp,link,S0,0,0,223,1,0,anomaly
0,tcp,smtp,SF,785,327,1,0,0,normal
0,tcp,http,SF,258,4302,1,0,0,normal
0,tcp,login,S0,0,0,138,1,0,anomaly
0,icmp,eco_i,SF,8,0,1,0,0,anomaly
0,tcp,http,SF,318,2649,5,0,0,normal
0,tcp,private,REJ,0,0,154,0,1,anomaly
0,tcp,ssh,S0,0,0,204,1,0,anomaly
0,tcp,time,S0,0,0,262,1,0,anomaly
0,tcp,http,SF,216,1240,8,0,0,normal
1,tcp,private,RSTR,0,0,25,0,1,anomaly
0,tcp,http,SF,291,320,3,0,0,normal
0,tcp,http,SF,224,546,21,0,0,normal
0,tcp,ftp_data,REJ,0,0,459,0.07,0.9,anomaly
0,tcp,domain,S0,0,0,253,1,0,anomaly
542,udp,domain_u,SF,17,42,1,0,0,normal
0,tcp,private,S0,0,0,142,1,0,anomaly
0,udp,domain_u,SF,29,29,1,0,0,normal
0,udp,private,SF,105,147,1,0,0,normal
0,icmp,eco_i,SF,30,0,12,0,0,normal
0,tcp,http,SF,325,12884,5,0,0,normal
0,tcp,login,S0,0,0,139,1,0,anomaly
0,tcp,http,REJ,0,0,1,0,1,normal
0,tcp,ftp_data,SF,12,0,1,0,0,normal
0,tcp,http,SF,212,828,9,0,0,normal
0,tcp,http,SF,240,1475,12,0,0,normal
0,tcp,http,SF,292,13206,5,0,0,normal
0,tcp,http,SF,172,12793,1,0,0,normal
0,tcp,private,S0,0,0,196,1,0,anomaly
0,tcp,http,SF,310,788,3,0,0,normal
0,udp,domain_u,SF,44,128,4,0,0,normal
0,udp,other,SF,145,0,3,0,0,normal
1,tcp,ftp,SF,1238,2451,1,0,0,anomaly
0,icmp,eco_i,SF,8,0,1,0,0,anomaly
0,udp,domain_u,SF,45,45,167,0,0,normal
0,tcp,private,RSTR,0,0,2,0,0.5,anomaly
2,tcp,smtp,SF,1551,362,1,0,0,normal
4,tcp,smtp,SF,1308,328,1,0,0,normal
0,tcp,http,SF,356,1125,3,0,0,normal
0,tcp,http,SF,364,6914,13,0,0,normal
0,tcp,http,SF,331,776,10,0,0,normal
0,icmp,eco_i,SF,30,0,2,0,0,normal
0,tcp,private,S0,0,0,262,1,0,anomaly
0,tcp,exec,S0,0,0,103,1,0,anomaly
0,tcp,http,SF,247,7546,14,0,0,normal
0,tcp,http,SF,300,1841,43,0,0,normal
0,tcp,mtp,S0,0,0,221,1,0,anomaly
0,tcp,http,SF,355,2109,5,0,0,normal
0,tcp,finger,S0,0,0,33,1,0,anomaly
